id,x,y,community,user_type,activity
U0095,-18.187,-31.500,Civic Core,Receiver,21
U0096,-16.454,-31.500,Civic Core,Receiver,38
U0097,-14.722,-31.500,Public Health,Receiver,26
U0098,-12.990,-31.500,Public Health,Receiver,43
U0099,-11.258,-31.500,Public Health,Receiver,31
U0100,-9.526,-31.500,Public Health,Receiver,19
U0101,-7.794,-31.500,Public Health,Receiver,36
U0102,-6.062,-31.500,Public Health,Receiver,24
U0103,-4.330,-31.500,Public Health,Receiver,41
U0104,-2.598,-31.500,Public Health,Receiver,29
U0105,-0.866,-31.500,Public Health,Receiver,46
U0106,0.866,-31.500,Public Health,Receiver,34
U0107,2.598,-31.500,Public Health,Receiver,22
U0108,4.330,-31.500,Public Health,Receiver,39
U0109,6.062,-31.500,Public Health,Receiver,27
U0110,7.794,-31.500,Public Health,Receiver,44
U0111,9.526,-31.500,Public Health,Receiver,32
U0112,11.258,-31.500,Public Health,Receiver,20
U0113,12.990,-31.500,Public Health,Receiver,37
U0114,14.722,-31.500,Public Health,Receiver,25
U0115,16.454,-31.500,Open Technology,Receiver,42
U0116,18.187,-31.500,Open Technology,Receiver,30
U0117,19.919,-31.500,Open Technology,Receiver,18
U0118,21.651,-31.500,Open Technology,Receiver,35
U0119,23.383,-31.500,Open Technology,Receiver,23
U0120,-25.981,-30.000,Civic Core,Receiver,40
U0121,-24.249,-30.000,Civic Core,Receiver,28
U0122,-22.517,-30.000,Civic Core,Receiver,45
U0123,-20.785,-30.000,Civic Core,Receiver,33
U0124,-19.053,-30.000,Civic Core,Receiver,21
U0125,-17.321,-30.000,Civic Core,Receiver,38
U0126,-15.588,-30.000,Civic Core,Receiver,26
U0127,-13.856,-30.000,Public Health,Receiver,43
U0128,-12.124,-30.000,Public Health,Receiver,31
U0129,-10.392,-30.000,Public Health,Receiver,19
U0130,-8.660,-30.000,Public Health,Receiver,36
U0131,-6.928,-30.000,Public Health,Receiver,24
U0132,-5.196,-30.000,Public Health,Receiver,41
U0133,-3.464,-30.000,Public Health,Receiver,29
U0134,-1.732,-30.000,Public Health,Receiver,46
U0135,0.000,-30.000,Public Health,Receiver,34
U0136,1.732,-30.000,Public Health,Receiver,22
U0137,3.464,-30.000,Public Health,Receiver,39
U0138,5.196,-30.000,Public Health,Receiver,27
U0139,6.928,-30.000,Public Health,Receiver,44
U0140,8.660,-30.000,Public Health,Receiver,32
U0141,10.392,-30.000,Public Health,Receiver,20
U0142,12.124,-30.000,Public Health,Receiver,37
U0143,13.856,-30.000,Public Health,Receiver,25
U0144,15.588,-30.000,Open Technology,Receiver,42
U0145,17.321,-30.000,Open Technology,Receiver,30
U0146,19.053,-30.000,Open Technology,Receiver,18
U0147,20.785,-30.000,Open Technology,Receiver,35
U0148,22.517,-30.000,Open Technology,Receiver,23
U0149,24.249,-30.000,Open Technology,Receiver,40
U0150,-25.115,-28.500,Civic Core,Receiver,28
U0151,-23.383,-28.500,Civic Core,Receiver,45
U0152,-21.651,-28.500,Civic Core,Receiver,33
U0153,-19.919,-28.500,Civic Core,Receiver,21
U0154,-18.187,-28.500,Civic Core,Receiver,38
U0155,-16.454,-28.500,Civic Core,Receiver,26
U0156,-14.722,-28.500,Public Health,Receiver,43
U0157,-12.990,-28.500,Public Health,Receiver,31
U0158,-11.258,-28.500,Public Health,Receiver,19
U0159,-9.526,-28.500,Public Health,Receiver,36
U0160,-7.794,-28.500,Public Health,Receiver,24
U0161,-6.062,-28.500,Public Health,Receiver,41
U0162,-4.330,-28.500,Public Health,Receiver,29
U0163,-2.598,-28.500,Public Health,Receiver,46
U0164,-0.866,-28.500,Public Health,Receiver,34
U0165,0.866,-28.500,Public Health,Receiver,22
U0166,2.598,-28.500,Public Health,Receiver,39
U0167,4.330,-28.500,Public Health,Receiver,27
U0168,6.062,-28.500,Public Health,Receiver,44
U0169,7.794,-28.500,Public Health,Receiver,32
U0170,9.526,-28.500,Public Health,Receiver,20
U0171,11.258,-28.500,Public Health,Receiver,37
U0172,12.990,-28.500,Public Health,Receiver,25
U0173,14.722,-28.500,Public Health,Receiver,42
U0174,16.454,-28.500,Open Technology,Receiver,30
U0175,18.187,-28.500,Open Technology,Receiver,18
U0176,19.919,-28.500,Open Technology,Receiver,35
U0177,21.651,-28.500,Open Technology,Receiver,23
U0178,23.383,-28.500,Open Technology,Receiver,40
U0179,25.115,-28.500,Open Technology,Receiver,28
U0180,26.847,-28.500,Open Technology,Receiver,45
U0181,28.579,-28.500,Open Technology,Receiver,33
U0182,-27.713,-27.000,Civic Core,Receiver,21
U0183,-25.981,-27.000,Civic Core,Receiver,38
U0184,-24.249,-27.000,Civic Core,Receiver,26
U0185,-22.517,-27.000,Civic Core,Receiver,43
U0186,-20.785,-27.000,Civic Core,Receiver,31
U0187,-19.053,-27.000,Civic Core,Receiver,19
U0188,-17.321,-27.000,Civic Core,Receiver,36
U0189,-15.588,-27.000,Civic Core,Receiver,24
U0190,-13.856,-27.000,Public Health,Receiver,41
U0191,-12.124,-27.000,Public Health,Receiver,29
U0192,-10.392,-27.000,Public Health,Receiver,46
U0193,-8.660,-27.000,Public Health,Receiver,34
U0194,-6.928,-27.000,Public Health,Receiver,22
U0195,-5.196,-27.000,Public Health,Receiver,39
U0196,-3.464,-27.000,Public Health,Receiver,27
U0197,-1.732,-27.000,Public Health,Retweeter,82
U0198,0.000,-27.000,Public Health,Retweeter,70
U0199,1.732,-27.000,Public Health,Retweeter,58
U0200,3.464,-27.000,Public Health,Receiver,37
U0201,5.196,-27.000,Public Health,Receiver,25
U0202,6.928,-27.000,Public Health,Receiver,42
U0203,8.660,-27.000,Public Health,Receiver,30
U0204,10.392,-27.000,Public Health,Receiver,18
U0205,12.124,-27.000,Public Health,Receiver,35
U0206,13.856,-27.000,Public Health,Receiver,23
U0207,15.588,-27.000,Open Technology,Receiver,40
U0208,17.321,-27.000,Open Technology,Receiver,28
U0209,19.053,-27.000,Open Technology,Receiver,45
U0210,20.785,-27.000,Open Technology,Receiver,33
U0211,22.517,-27.000,Open Technology,Receiver,21
U0212,24.249,-27.000,Open Technology,Receiver,38
U0213,25.981,-27.000,Open Technology,Receiver,26
U0214,27.713,-27.000,Open Technology,Receiver,43
U0215,-28.579,-25.500,Civic Core,Receiver,31
U0216,-26.847,-25.500,Civic Core,Receiver,19
U0217,-25.115,-25.500,Civic Core,Receiver,36
U0218,-23.383,-25.500,Civic Core,Receiver,24
U0219,-21.651,-25.500,Civic Core,Receiver,41
U0220,-19.919,-25.500,Civic Core,Receiver,29
U0221,-18.187,-25.500,Civic Core,Receiver,46
U0222,-16.454,-25.500,Civic Core,Receiver,34
U0223,-14.722,-25.500,Public Health,Receiver,22
U0224,-12.990,-25.500,Public Health,Receiver,39
U0225,-11.258,-25.500,Public Health,Receiver,27
U0226,-9.526,-25.500,Public Health,Receiver,44
U0227,-7.794,-25.500,Public Health,Receiver,32
U0228,-6.062,-25.500,Public Health,Receiver,20
U0229,-4.330,-25.500,Public Health,Receiver,37
U0230,-2.598,-25.500,Public Health,Retweeter,63
U0231,-0.866,-25.500,Public Health,Retweeter,80
U0232,0.866,-25.500,Public Health,Retweeter,68
U0233,2.598,-25.500,Public Health,Retweeter,56
U0234,4.330,-25.500,Public Health,Receiver,35
U0235,6.062,-25.500,Public Health,Receiver,23
U0236,7.794,-25.500,Public Health,Receiver,40
U0237,9.526,-25.500,Public Health,Receiver,28
U0238,11.258,-25.500,Public Health,Receiver,45
U0239,12.990,-25.500,Public Health,Receiver,33
U0240,14.722,-25.500,Open Technology,Receiver,21
U0241,16.454,-25.500,Open Technology,Receiver,38
U0242,18.187,-25.500,Open Technology,Receiver,26
U0243,19.919,-25.500,Open Technology,Receiver,43
U0244,21.651,-25.500,Open Technology,Receiver,31
U0245,23.383,-25.500,Open Technology,Receiver,19
U0246,25.115,-25.500,Open Technology,Receiver,36
U0247,28.579,-25.500,Open Technology,Receiver,24
U0248,-29.445,-24.000,Civic Core,Receiver,41
U0249,-27.713,-24.000,Civic Core,Receiver,29
U0250,-25.981,-24.000,Civic Core,Receiver,46
U0251,-24.249,-24.000,Civic Core,Receiver,34
U0252,-22.517,-24.000,Civic Core,Receiver,22
U0253,-20.785,-24.000,Civic Core,Receiver,39
U0254,-19.053,-24.000,Civic Core,Receiver,27
U0255,-17.321,-24.000,Civic Core,Receiver,44
U0256,-15.588,-24.000,Civic Core,Receiver,32
U0257,-13.856,-24.000,Public Health,Receiver,20
U0258,-12.124,-24.000,Public Health,Receiver,37
U0259,-10.392,-24.000,Public Health,Receiver,25
U0260,-8.660,-24.000,Public Health,Receiver,42
U0261,-6.928,-24.000,Public Health,Receiver,30
U0262,-5.196,-24.000,Public Health,Receiver,18
U0263,-3.464,-24.000,Public Health,Retweeter,73
U0264,-1.732,-24.000,Public Health,Retweeter,61
U0265,0.000,-24.000,Public Health,Opinion leader,112
U0266,1.732,-24.000,Public Health,Retweeter,66
U0267,3.464,-24.000,Public Health,Retweeter,83
U0268,5.196,-24.000,Public Health,Receiver,33
U0269,6.928,-24.000,Public Health,Receiver,21
U0270,8.660,-24.000,Public Health,Receiver,38
U0271,10.392,-24.000,Public Health,Receiver,26
U0272,12.124,-24.000,Public Health,Receiver,43
U0273,13.856,-24.000,Public Health,Receiver,31
U0274,15.588,-24.000,Open Technology,Receiver,19
U0275,17.321,-24.000,Open Technology,Receiver,36
U0276,19.053,-24.000,Open Technology,Receiver,24
U0277,20.785,-24.000,Open Technology,Receiver,41
U0278,22.517,-24.000,Open Technology,Receiver,29
U0279,24.249,-24.000,Open Technology,Receiver,46
U0280,25.981,-24.000,Open Technology,Receiver,34
U0281,29.445,-24.000,Open Technology,Receiver,22
U0282,-28.579,-22.500,Civic Core,Receiver,39
U0283,-26.847,-22.500,Civic Core,Receiver,27
U0284,-25.115,-22.500,Civic Core,Receiver,44
U0285,-23.383,-22.500,Civic Core,Receiver,32
U0286,-21.651,-22.500,Civic Core,Receiver,20
U0287,-19.919,-22.500,Civic Core,Receiver,37
U0288,-18.187,-22.500,Civic Core,Receiver,25
U0289,-16.454,-22.500,Civic Core,Receiver,42
U0290,-14.722,-22.500,Civic Core,Receiver,30
U0291,-12.990,-22.500,Public Health,Receiver,18
U0292,-11.258,-22.500,Public Health,Receiver,35
U0293,-9.526,-22.500,Public Health,Receiver,23
U0294,-7.794,-22.500,Public Health,Receiver,40
U0295,-6.062,-22.500,Public Health,Receiver,28
U0296,-4.330,-22.500,Public Health,Receiver,45
U0297,-2.598,-22.500,Public Health,Retweeter,71
U0298,-0.866,-22.500,Public Health,Retweeter,59
U0299,0.866,-22.500,Public Health,Retweeter,76
U0300,2.598,-22.500,Public Health,Retweeter,64
U0301,4.330,-22.500,Public Health,Receiver,43
U0302,6.062,-22.500,Public Health,Receiver,31
U0303,7.794,-22.500,Public Health,Receiver,19
U0304,9.526,-22.500,Public Health,Receiver,36
U0305,11.258,-22.500,Public Health,Receiver,24
U0306,12.990,-22.500,Public Health,Receiver,41
U0307,14.722,-22.500,Open Technology,Receiver,29
U0308,16.454,-22.500,Open Technology,Receiver,46
U0309,18.187,-22.500,Open Technology,Receiver,34
U0310,19.919,-22.500,Open Technology,Receiver,22
U0311,21.651,-22.500,Open Technology,Receiver,39
U0312,23.383,-22.500,Open Technology,Receiver,27
U0313,25.115,-22.500,Open Technology,Receiver,44
U0314,26.847,-22.500,Open Technology,Receiver,32
U0315,28.579,-22.500,Open Technology,Receiver,20
U0316,30.311,-22.500,Open Technology,Receiver,37
U0317,-31.177,-21.000,Civic Core,Receiver,25
U0318,-29.445,-21.000,Civic Core,Receiver,42
U0319,-27.713,-21.000,Civic Core,Receiver,30
U0320,-25.981,-21.000,Civic Core,Retweeter,56
U0321,-24.249,-21.000,Civic Core,Retweeter,73
U0322,-22.517,-21.000,Civic Core,Receiver,23
U0323,-20.785,-21.000,Civic Core,Receiver,40
U0324,-19.053,-21.000,Civic Core,Receiver,28
U0325,-17.321,-21.000,Civic Core,Receiver,45
U0326,-15.588,-21.000,Civic Core,Receiver,33
U0327,-13.856,-21.000,Public Health,Receiver,21
U0328,-12.124,-21.000,Public Health,Receiver,38
U0329,-10.392,-21.000,Public Health,Receiver,26
U0330,-8.660,-21.000,Public Health,Receiver,43
U0331,-6.928,-21.000,Public Health,Receiver,31
U0332,-5.196,-21.000,Public Health,Receiver,19
U0333,-3.464,-21.000,Public Health,Receiver,36
U0334,-1.732,-21.000,Public Health,Receiver,24
U0335,0.000,-21.000,Public Health,Retweeter,79
U0336,1.732,-21.000,Public Health,Receiver,29
U0337,3.464,-21.000,Public Health,Receiver,46
U0338,5.196,-21.000,Public Health,Receiver,34
U0339,6.928,-21.000,Public Health,Receiver,22
U0340,8.660,-21.000,Public Health,Receiver,39
U0341,10.392,-21.000,Public Health,Receiver,27
U0342,12.124,-21.000,Public Health,Receiver,44
U0343,13.856,-21.000,Open Technology,Receiver,32
U0344,15.588,-21.000,Open Technology,Receiver,20
U0345,17.321,-21.000,Open Technology,Receiver,37
U0346,19.053,-21.000,Open Technology,Receiver,25
U0347,20.785,-21.000,Open Technology,Receiver,42
U0348,22.517,-21.000,Open Technology,Receiver,30
U0349,24.249,-21.000,Open Technology,Receiver,18
U0350,25.981,-21.000,Open Technology,Receiver,35
U0351,27.713,-21.000,Open Technology,Receiver,23
U0352,29.445,-21.000,Open Technology,Receiver,40
U0353,-33.775,-19.500,Civic Core,Receiver,28
U0354,-30.311,-19.500,Civic Core,Receiver,45
U0355,-28.579,-19.500,Civic Core,Receiver,33
U0356,-26.847,-19.500,Civic Core,Retweeter,59
U0357,-25.115,-19.500,Civic Core,Retweeter,76
U0358,-23.383,-19.500,Civic Core,Retweeter,64
U0359,-21.651,-19.500,Civic Core,Retweeter,81
U0360,-19.919,-19.500,Civic Core,Receiver,31
U0361,-18.187,-19.500,Civic Core,Receiver,19
U0362,-16.454,-19.500,Civic Core,Receiver,36
U0363,-14.722,-19.500,Civic Core,Receiver,24
U0364,-12.990,-19.500,Public Health,Receiver,41
U0365,-11.258,-19.500,Public Health,Receiver,29
U0366,-9.526,-19.500,Public Health,Receiver,46
U0367,-7.794,-19.500,Public Health,Receiver,34
U0368,-6.062,-19.500,Public Health,Receiver,22
U0369,-4.330,-19.500,Public Health,Receiver,39
U0370,-2.598,-19.500,Public Health,Receiver,27
U0371,-0.866,-19.500,Public Health,Receiver,44
U0372,0.866,-19.500,Public Health,Receiver,32
U0373,2.598,-19.500,Public Health,Receiver,20
U0374,4.330,-19.500,Public Health,Receiver,37
U0375,6.062,-19.500,Public Health,Receiver,25
U0376,7.794,-19.500,Public Health,Receiver,42
U0377,9.526,-19.500,Public Health,Receiver,30
U0378,11.258,-19.500,Public Health,Receiver,18
U0379,12.990,-19.500,Public Health,Receiver,35
U0380,14.722,-19.500,Open Technology,Receiver,23
U0381,16.454,-19.500,Open Technology,Receiver,40
U0382,18.187,-19.500,Open Technology,Receiver,28
U0383,19.919,-19.500,Open Technology,Receiver,45
U0384,21.651,-19.500,Open Technology,Receiver,33
U0385,23.383,-19.500,Open Technology,Retweeter,59
U0386,25.115,-19.500,Open Technology,Retweeter,76
U0387,26.847,-19.500,Open Technology,Retweeter,64
U0388,28.579,-19.500,Open Technology,Receiver,43
U0389,32.043,-19.500,Open Technology,Receiver,31
U0390,-34.641,-18.000,Civic Core,Receiver,19
U0391,-31.177,-18.000,Civic Core,Receiver,36
U0392,-29.445,-18.000,Civic Core,Receiver,24
U0393,-27.713,-18.000,Civic Core,Retweeter,79
U0394,-25.981,-18.000,Civic Core,Retweeter,67
U0395,-24.249,-18.000,Civic Core,Opinion leader,118
U0396,-22.517,-18.000,Civic Core,Retweeter,72
U0397,-20.785,-18.000,Civic Core,Retweeter,60
U0398,-19.053,-18.000,Civic Core,Receiver,39
U0399,-17.321,-18.000,Civic Core,Receiver,27
U0400,-15.588,-18.000,Civic Core,Receiver,44
U0401,-13.856,-18.000,Civic Core,Receiver,32
U0402,-12.124,-18.000,Public Health,Receiver,20
U0403,-10.392,-18.000,Public Health,Receiver,37
U0404,-8.660,-18.000,Public Health,Receiver,25
U0405,-6.928,-18.000,Public Health,Receiver,42
U0406,-5.196,-18.000,Public Health,Receiver,30
U0407,-3.464,-18.000,Public Health,Receiver,18
U0408,-1.732,-18.000,Public Health,Receiver,35
U0409,0.000,-18.000,Public Health,Receiver,23
U0410,1.732,-18.000,Public Health,Receiver,40
U0411,3.464,-18.000,Public Health,Receiver,28
U0412,5.196,-18.000,Public Health,Receiver,45
U0413,6.928,-18.000,Public Health,Receiver,33
U0414,8.660,-18.000,Public Health,Receiver,21
U0415,10.392,-18.000,Public Health,Receiver,38
U0416,12.124,-18.000,Public Health,Receiver,26
U0417,13.856,-18.000,Open Technology,Receiver,43
U0418,15.588,-18.000,Open Technology,Receiver,31
U0419,17.321,-18.000,Open Technology,Receiver,19
U0420,19.053,-18.000,Open Technology,Receiver,36
U0421,20.785,-18.000,Open Technology,Receiver,24
U0422,22.517,-18.000,Open Technology,Retweeter,79
U0423,24.249,-18.000,Open Technology,Retweeter,67
U0424,25.981,-18.000,Open Technology,Retweeter,84
U0425,27.713,-18.000,Open Technology,Retweeter,72
U0426,29.445,-18.000,Open Technology,Receiver,22
U0427,31.177,-18.000,Open Technology,Receiver,39
U0428,-35.507,-16.500,Civic Core,Receiver,27
U0429,-33.775,-16.500,Civic Core,Receiver,44
U0430,-32.043,-16.500,Civic Core,Receiver,32
U0431,-30.311,-16.500,Civic Core,Receiver,20
U0432,-28.579,-16.500,Civic Core,Receiver,37
U0433,-26.847,-16.500,Civic Core,Retweeter,63
U0434,-25.115,-16.500,Civic Core,Retweeter,80
U0435,-23.383,-16.500,Civic Core,Retweeter,68
U0436,-21.651,-16.500,Civic Core,Retweeter,56
U0437,-19.919,-16.500,Civic Core,Receiver,35
U0438,-18.187,-16.500,Civic Core,Receiver,23
U0439,-16.454,-16.500,Civic Core,Receiver,40
U0440,-14.722,-16.500,Civic Core,Receiver,28
U0441,-12.990,-16.500,Public Health,Receiver,45
U0442,-11.258,-16.500,Public Health,Receiver,33
U0443,-9.526,-16.500,Public Health,Receiver,21
U0444,-7.794,-16.500,Public Health,Receiver,38
U0445,-6.062,-16.500,Public Health,Receiver,26
U0446,-4.330,-16.500,Public Health,Receiver,43
U0447,-2.598,-16.500,Public Health,Receiver,31
U0448,-0.866,-16.500,Public Health,Receiver,19
U0449,0.866,-16.500,Public Health,Receiver,36
U0450,2.598,-16.500,Public Health,Receiver,24
U0451,4.330,-16.500,Public Health,Receiver,41
U0452,6.062,-16.500,Public Health,Receiver,29
U0453,7.794,-16.500,Public Health,Receiver,46
U0454,9.526,-16.500,Public Health,Receiver,34
U0455,11.258,-16.500,Public Health,Receiver,22
U0456,12.990,-16.500,Open Technology,Receiver,39
U0457,14.722,-16.500,Open Technology,Receiver,27
U0458,16.454,-16.500,Open Technology,Receiver,44
U0459,18.187,-16.500,Open Technology,Receiver,32
U0460,19.919,-16.500,Open Technology,Receiver,20
U0461,21.651,-16.500,Open Technology,Retweeter,75
U0462,23.383,-16.500,Open Technology,Retweeter,63
U0463,25.115,-16.500,Open Technology,Opinion leader,114
U0464,26.847,-16.500,Open Technology,Retweeter,68
U0465,28.579,-16.500,Open Technology,Retweeter,56
U0466,30.311,-16.500,Open Technology,Receiver,35
U0467,32.043,-16.500,Open Technology,Receiver,23
U0468,-32.909,-15.000,Civic Core,Receiver,40
U0469,-31.177,-15.000,Civic Core,Receiver,28
U0470,-29.445,-15.000,Civic Core,Receiver,45
U0471,-27.713,-15.000,Civic Core,Receiver,33
U0472,-25.981,-15.000,Civic Core,Retweeter,59
U0473,-24.249,-15.000,Civic Core,Retweeter,76
U0474,-22.517,-15.000,Civic Core,Receiver,26
U0475,-20.785,-15.000,Civic Core,Receiver,43
U0476,-19.053,-15.000,Civic Core,Receiver,31
U0477,-17.321,-15.000,Civic Core,Receiver,19
U0478,-15.588,-15.000,Civic Core,Receiver,36
U0479,-13.856,-15.000,Civic Core,Receiver,24
U0480,-12.124,-15.000,Public Health,Receiver,41
U0481,-10.392,-15.000,Public Health,Receiver,29
U0482,-8.660,-15.000,Public Health,Receiver,46
U0483,-6.928,-15.000,Public Health,Receiver,34
U0484,-5.196,-15.000,Public Health,Receiver,22
U0485,-3.464,-15.000,Public Health,Receiver,39
U0486,-1.732,-15.000,Public Health,Receiver,27
U0487,0.000,-15.000,Public Health,Receiver,44
U0488,1.732,-15.000,Public Health,Receiver,32
U0489,3.464,-15.000,Public Health,Receiver,20
U0490,5.196,-15.000,Public Health,Receiver,37
U0491,6.928,-15.000,Public Health,Receiver,25
U0492,8.660,-15.000,Public Health,Receiver,42
U0493,10.392,-15.000,Public Health,Receiver,30
U0494,12.124,-15.000,Creative Commons,Receiver,18
U0495,13.856,-15.000,Open Technology,Receiver,35
U0496,15.588,-15.000,Open Technology,Receiver,23
U0497,17.321,-15.000,Open Technology,Receiver,40
U0498,19.053,-15.000,Open Technology,Receiver,28
U0499,20.785,-15.000,Open Technology,Receiver,45
U0500,22.517,-15.000,Open Technology,Retweeter,71
U0501,24.249,-15.000,Open Technology,Retweeter,59
U0502,25.981,-15.000,Open Technology,Retweeter,76
U0503,27.713,-15.000,Open Technology,Retweeter,64
U0504,29.445,-15.000,Open Technology,Receiver,43
U0505,31.177,-15.000,Open Technology,Receiver,31
U0506,32.909,-15.000,Open Technology,Receiver,19
U0507,34.641,-15.000,Open Technology,Receiver,36
U0508,-35.507,-13.500,Civic Core,Receiver,24
U0509,-33.775,-13.500,Civic Core,Receiver,41
U0510,-32.043,-13.500,Civic Core,Receiver,29
U0511,-30.311,-13.500,Civic Core,Receiver,46
U0512,-28.579,-13.500,Civic Core,Receiver,34
U0513,-26.847,-13.500,Civic Core,Receiver,22
U0514,-25.115,-13.500,Civic Core,Receiver,39
U0515,-23.383,-13.500,Civic Core,Receiver,27
U0516,-21.651,-13.500,Civic Core,Receiver,44
U0517,-19.919,-13.500,Civic Core,Receiver,32
U0518,-18.187,-13.500,Civic Core,Receiver,20
U0519,-16.454,-13.500,Civic Core,Receiver,37
U0520,-14.722,-13.500,Civic Core,Receiver,25
U0521,-12.990,-13.500,Civic Core,Receiver,42
U0522,-11.258,-13.500,Public Health,Receiver,30
U0523,-9.526,-13.500,Public Health,Receiver,18
U0524,-7.794,-13.500,Public Health,Receiver,35
U0525,-6.062,-13.500,Public Health,Receiver,23
U0526,-4.330,-13.500,Public Health,Receiver,40
U0527,-2.598,-13.500,Public Health,Receiver,28
U0528,-0.866,-13.500,Public Health,Receiver,45
U0529,0.866,-13.500,Public Health,Receiver,33
U0530,2.598,-13.500,Public Health,Receiver,21
U0531,4.330,-13.500,Public Health,Receiver,38
U0532,6.062,-13.500,Public Health,Receiver,26
U0533,7.794,-13.500,Public Health,Receiver,43
U0534,9.526,-13.500,Public Health,Receiver,31
U0535,11.258,-13.500,Creative Commons,Receiver,19
