borough,created_year,created_month_name,incident_zip,city_cleaned_group,city_or_zip_label,location_type_clean,sighting_count
BRONX,2010,Mar,10462,Bronx,10462,1-2 Family Dwelling,1
BRONX,2010,Mar,10462,Bronx,10462,3+ Family Apt. Building,3
BRONX,2010,Mar,10462,Bronx,10462,Other,3
BRONX,2010,Mar,10463,Bronx,10463,1-2 Family Dwelling,1
BRONX,2010,Mar,10463,Bronx,10463,3+ Family Mixed Use Building,1
BRONX,2010,Mar,10465,Bronx,10465,1-2 Family Dwelling,1
BRONX,2010,Mar,10466,Bronx,10466,1-2 Family Dwelling,4
BRONX,2010,Mar,10466,Bronx,10466,1-2 Family Mixed Use Building,1
BRONX,2010,Mar,10466,Bronx,10466,3+ Family Apt. Building,2
BRONX,2010,Mar,10466,Bronx,10466,Other,1
BRONX,2010,Mar,10467,Bronx,10467,1-2 Family Dwelling,3
BRONX,2010,Mar,10467,Bronx,10467,3+ Family Apt. Building,6
BRONX,2010,Mar,10467,Bronx,10467,3+ Family Mixed Use Building,6
BRONX,2010,Mar,10467,Bronx,10467,Commercial Building,1
BRONX,2010,Mar,10467,Bronx,10467,Other,5
BRONX,2010,Mar,10468,Bronx,10468,1-2 Family Dwelling,1
BRONX,2010,Mar,10468,Bronx,10468,3+ Family Apt. Building,6
BRONX,2010,Mar,10469,Bronx,10469,3+ Family Apt. Building,3
BRONX,2010,Mar,10469,Bronx,10469,3+ Family Mixed Use Building,1
BRONX,2010,Mar,10469,Bronx,10469,Construction Site,1
BRONX,2010,Mar,10469,Bronx,10469,Vacant Building,1
BRONX,2010,Mar,10470,Bronx,10470,3+ Family Apt. Building,1
BRONX,2010,Mar,10470,Bronx,10470,3+ Family Mixed Use Building,1
BRONX,2010,Mar,10471,Bronx,10471,3+ Family Apt. Building,1
BRONX,2010,Mar,10472,Bronx,10472,1-2 Family Dwelling,2
BRONX,2010,Mar,10472,Bronx,10472,1-2 Family Mixed Use Building,1
BRONX,2010,Mar,10472,Bronx,10472,3+ Family Apt. Building,2
BRONX,2010,Mar,10472,Bronx,10472,3+ Family Mixed Use Building,3
BRONX,2010,Mar,10472,Bronx,10472,Commercial Building,1
BRONX,2010,Mar,10472,Bronx,10472,Other,1
BRONX,2010,Mar,10472,Bronx,10472,Vacant Lot,1
BRONX,2010,Mar,10475,Bronx,10475,Other,2
BRONX,2010,Apr,,,,Catch Basin/Sewer,1
BRONX,2010,Apr,,,,Vacant Lot,1
BRONX,2010,Apr,10451,Bronx,10451,3+ Family Apt. Building,7
BRONX,2010,Apr,10451,Bronx,10451,3+ Family Mixed Use Building,2
BRONX,2010,Apr,10452,Bronx,10452,1-2 Family Dwelling,1
BRONX,2010,Apr,10452,Bronx,10452,3+ Family Apt. Building,11
BRONX,2010,Apr,10452,Bronx,10452,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10453,Bronx,10453,1-2 Family Dwelling,2
BRONX,2010,Apr,10453,Bronx,10453,3+ Family Apt. Building,6
BRONX,2010,Apr,10453,Bronx,10453,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10453,Bronx,10453,Other,2
BRONX,2010,Apr,10453,Bronx,10453,Vacant Lot,1
BRONX,2010,Apr,10454,Bronx,10454,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10454,Bronx,10454,Commercial Building,1
BRONX,2010,Apr,10454,Bronx,10454,Vacant Lot,3
BRONX,2010,Apr,10455,Bronx,10455,1-2 Family Dwelling,1
BRONX,2010,Apr,10455,Bronx,10455,3+ Family Apt. Building,5
BRONX,2010,Apr,10455,Bronx,10455,3+ Family Mixed Use Building,2
BRONX,2010,Apr,10455,Bronx,10455,Commercial Building,1
BRONX,2010,Apr,10455,Bronx,10455,Other,1
BRONX,2010,Apr,10456,Bronx,10456,1-2 Family Dwelling,3
BRONX,2010,Apr,10456,Bronx,10456,3+ Family Apt. Building,8
BRONX,2010,Apr,10456,Bronx,10456,3+ Family Mixed Use Building,2
BRONX,2010,Apr,10456,Bronx,10456,Other,3
BRONX,2010,Apr,10456,Bronx,10456,Vacant Building,3
BRONX,2010,Apr,10456,Bronx,10456,Vacant Lot,1
BRONX,2010,Apr,10457,Bronx,10457,1-2 Family Dwelling,1
BRONX,2010,Apr,10457,Bronx,10457,3+ Family Apt. Building,4
BRONX,2010,Apr,10457,Bronx,10457,3+ Family Mixed Use Building,3
BRONX,2010,Apr,10457,Bronx,10457,Other,2
BRONX,2010,Apr,10457,Bronx,10457,Vacant Lot,1
BRONX,2010,Apr,10458,Bronx,10458,1-2 Family Dwelling,2
BRONX,2010,Apr,10458,Bronx,10458,3+ Family Apt. Building,5
BRONX,2010,Apr,10458,Bronx,10458,Parking Lot/Garage,1
BRONX,2010,Apr,10459,Bronx,10459,3+ Family Apt. Building,6
BRONX,2010,Apr,10459,Bronx,10459,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10459,Bronx,10459,Public Stairs,1
BRONX,2010,Apr,10459,Bronx,10459,Vacant Lot,1
BRONX,2010,Apr,10460,Bronx,10460,1-2 Family Dwelling,1
BRONX,2010,Apr,10460,Bronx,10460,3+ Family Apt. Building,4
BRONX,2010,Apr,10460,Bronx,10460,3+ Family Mixed Use Building,3
BRONX,2010,Apr,10461,Bronx,10461,Other,1
BRONX,2010,Apr,10462,Bronx,10462,1-2 Family Dwelling,3
BRONX,2010,Apr,10462,Bronx,10462,3+ Family Apt. Building,1
BRONX,2010,Apr,10462,Bronx,10462,Commercial Building,1
BRONX,2010,Apr,10462,Bronx,10462,Vacant Building,1
BRONX,2010,Apr,10463,Bronx,10463,1-2 Family Dwelling,2
BRONX,2010,Apr,10463,Bronx,10463,3+ Family Apt. Building,2
BRONX,2010,Apr,10463,Bronx,10463,3+ Family Mixed Use Building,3
BRONX,2010,Apr,10463,Bronx,10463,Day Care/Nursery,1
BRONX,2010,Apr,10465,Bronx,10465,1-2 Family Dwelling,1
BRONX,2010,Apr,10465,Bronx,10465,Vacant Lot,2
BRONX,2010,Apr,10466,Bronx,10466,1-2 Family Dwelling,2
BRONX,2010,Apr,10466,Bronx,10466,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10466,Bronx,10466,Vacant Lot,1
BRONX,2010,Apr,10467,Bronx,10467,1-2 Family Dwelling,2
BRONX,2010,Apr,10467,Bronx,10467,3+ Family Apt. Building,8
BRONX,2010,Apr,10467,Bronx,10467,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10467,Bronx,10467,Construction Site,1
BRONX,2010,Apr,10468,Bronx,10468,1-2 Family Mixed Use Building,1
BRONX,2010,Apr,10468,Bronx,10468,3+ Family Apt. Building,5
BRONX,2010,Apr,10468,Bronx,10468,Commercial Building,1
BRONX,2010,Apr,10468,Bronx,10468,Other,1
BRONX,2010,Apr,10469,Bronx,10469,1-2 Family Dwelling,5
BRONX,2010,Apr,10469,Bronx,10469,3+ Family Apt. Building,3
BRONX,2010,Apr,10470,Bronx,10470,3+ Family Apt. Building,1
BRONX,2010,Apr,10470,Bronx,10470,Vacant Lot,1
BRONX,2010,Apr,10471,Bronx,10471,1-2 Family Dwelling,1
BRONX,2010,Apr,10471,Bronx,10471,Other,1
BRONX,2010,Apr,10472,Bronx,10472,1-2 Family Dwelling,3
BRONX,2010,Apr,10472,Bronx,10472,1-2 Family Mixed Use Building,1
BRONX,2010,Apr,10472,Bronx,10472,3+ Family Apt. Building,3
BRONX,2010,Apr,10472,Bronx,10472,Other,1
BRONX,2010,Apr,10473,Bronx,10473,1-2 Family Dwelling,2
BRONX,2010,Apr,10473,Bronx,10473,3+ Family Apt. Building,1
BRONX,2010,Apr,10473,Bronx,10473,3+ Family Mixed Use Building,1
BRONX,2010,Apr,10473,Bronx,10473,Vacant Lot,2
BRONX,2010,Apr,10474,Bronx,10474,3+ Family Apt. Building,1
BRONX,2010,Apr,10475,Bronx,10475,3+ Family Apt. Building,1
BRONX,2010,Apr,10475,Bronx,10475,Other,1
BRONX,2010,Apr,10475,Bronx,10475,Parking Lot/Garage,1
BRONX,2010,May,,,,Other,1
BRONX,2010,May,10451,Bronx,10451,3+ Family Apt. Building,3
BRONX,2010,May,10451,Bronx,10451,Commercial Building,1
BRONX,2010,May,10451,Bronx,10451,Construction Site,1
BRONX,2010,May,10451,Bronx,10451,Vacant Lot,1
BRONX,2010,May,10452,Bronx,10452,3+ Family Apt. Building,1
BRONX,2010,May,10452,Bronx,10452,3+ Family Mixed Use Building,1
BRONX,2010,May,10452,Bronx,10452,Commercial Building,1
BRONX,2010,May,10453,Bronx,10453,1-2 Family Mixed Use Building,1
BRONX,2010,May,10453,Bronx,10453,3+ Family Apt. Building,9
BRONX,2010,May,10453,Bronx,10453,3+ Family Mixed Use Building,2
BRONX,2010,May,10453,Bronx,10453,Other,1
BRONX,2010,May,10454,Bronx,10454,1-2 Family Dwelling,3
BRONX,2010,May,10454,Bronx,10454,3+ Family Apt. Building,4
BRONX,2010,May,10455,Bronx,10455,1-2 Family Dwelling,1
BRONX,2010,May,10455,Bronx,10455,3+ Family Apt. Building,7
BRONX,2010,May,10455,Bronx,10455,Commercial Building,1
BRONX,2010,May,10455,Bronx,10455,Construction Site,1
BRONX,2010,May,10455,Bronx,10455,Office Building,1
BRONX,2010,May,10456,Bronx,10456,1-2 Family Dwelling,2
BRONX,2010,May,10456,Bronx,10456,3+ Family Apt. Building,9
BRONX,2010,May,10456,Bronx,10456,3+ Family Mixed Use Building,1
BRONX,2010,May,10457,Bronx,10457,1-2 Family Dwelling,1
BRONX,2010,May,10457,Bronx,10457,3+ Family Apt. Building,3
BRONX,2010,May,10457,Bronx,10457,3+ Family Mixed Use Building,1
BRONX,2010,May,10457,Bronx,10457,Other,1
BRONX,2010,May,10458,Bronx,10458,1-2 Family Dwelling,3
BRONX,2010,May,10458,Bronx,10458,3+ Family Apt. Building,3
BRONX,2010,May,10458,Bronx,10458,3+ Family Mixed Use Building,2
BRONX,2010,May,10458,Bronx,10458,Commercial Building,1
BRONX,2010,May,10458,Bronx,10458,Other,1
BRONX,2010,May,10458,Bronx,10458,School/Pre-School,1
BRONX,2010,May,10459,Bronx,10459,1-2 Family Dwelling,1
BRONX,2010,May,10459,Bronx,10459,3+ Family Apt. Building,4
BRONX,2010,May,10459,Bronx,10459,3+ Family Mixed Use Building,1
BRONX,2010,May,10459,Bronx,10459,Vacant Building,1
BRONX,2010,May,10460,Bronx,10460,1-2 Family Dwelling,2
BRONX,2010,May,10460,Bronx,10460,3+ Family Apt. Building,6
BRONX,2010,May,10460,Bronx,10460,3+ Family Mixed Use Building,1
BRONX,2010,May,10460,Bronx,10460,Other,2
BRONX,2010,May,10461,Bronx,10461,1-2 Family Dwelling,2
BRONX,2010,May,10461,Bronx,10461,Other,1
BRONX,2010,May,10462,Bronx,10462,1-2 Family Dwelling,1
BRONX,2010,May,10462,Bronx,10462,3+ Family Apt. Building,1
BRONX,2010,May,10463,Bronx,10463,3+ Family Apt. Building,1
BRONX,2010,May,10463,Bronx,10463,Other,1
BRONX,2010,May,10465,Bronx,10465,3+ Family Apt. Building,1
BRONX,2010,May,10465,Bronx,10465,Catch Basin/Sewer,1
BRONX,2010,May,10466,Bronx,10466,1-2 Family Dwelling,2
BRONX,2010,May,10466,Bronx,10466,3+ Family Apt. Building,1
BRONX,2010,May,10466,Bronx,10466,Commercial Building,1
BRONX,2010,May,10466,Bronx,10466,Other,1
BRONX,2010,May,10466,Bronx,10466,Vacant Lot,1
BRONX,2010,May,10467,Bronx,10467,1-2 Family Dwelling,7
BRONX,2010,May,10467,Bronx,10467,3+ Family Apt. Building,13
BRONX,2010,May,10467,Bronx,10467,3+ Family Mixed Use Building,3
BRONX,2010,May,10467,Bronx,10467,Commercial Building,1
BRONX,2010,May,10467,Bronx,10467,Construction Site,1
BRONX,2010,May,10467,Bronx,10467,Other,5
BRONX,2010,May,10468,Bronx,10468,1-2 Family Dwelling,1
BRONX,2010,May,10468,Bronx,10468,3+ Family Apt. Building,5
BRONX,2010,May,10468,Bronx,10468,3+ Family Mixed Use Building,1
BRONX,2010,May,10468,Bronx,10468,Vacant Lot,1
BRONX,2010,May,10469,Bronx,10469,1-2 Family Dwelling,4
BRONX,2010,May,10469,Bronx,10469,3+ Family Apt. Building,2
BRONX,2010,May,10469,Bronx,10469,Other,4
BRONX,2010,May,10469,Bronx,10469,Vacant Building,1
BRONX,2010,May,10470,Bronx,10470,3+ Family Apt. Building,1
BRONX,2010,May,10470,Bronx,10470,3+ Family Mixed Use Building,1
BRONX,2010,May,10471,Bronx,10471,1-2 Family Dwelling,2
BRONX,2010,May,10472,Bronx,10472,1-2 Family Dwelling,3
BRONX,2010,May,10472,Bronx,10472,3+ Family Apt. Building,2
BRONX,2010,May,10472,Bronx,10472,Other,2
BRONX,2010,May,10472,Bronx,10472,Public Garden,1
BRONX,2010,May,10473,Bronx,10473,3+ Family Apt. Building,1
BRONX,2010,May,10475,Bronx,10475,Other,1
BRONX,2010,May,10475,Bronx,10475,Parking Lot/Garage,1
BRONX,2010,Jun,,,,Other,1
BRONX,2010,Jun,10451,Bronx,10451,3+ Family Apt. Building,9
BRONX,2010,Jun,10451,Bronx,10451,3+ Family Mixed Use Building,1
BRONX,2010,Jun,10451,Bronx,10451,Office Building,1
BRONX,2010,Jun,10452,Bronx,10452,1-2 Family Dwelling,2
BRONX,2010,Jun,10452,Bronx,10452,3+ Family Apt. Building,9
BRONX,2010,Jun,10452,Bronx,10452,Parking Lot/Garage,2
BRONX,2010,Jun,10453,Bronx,10453,1-2 Family Dwelling,1
BRONX,2010,Jun,10453,Bronx,10453,1-2 Family Mixed Use Building,1
BRONX,2010,Jun,10453,Bronx,10453,3+ Family Apt. Building,3
BRONX,2010,Jun,10453,Bronx,10453,Other,1
BRONX,2010,Jun,10454,Bronx,10454,3+ Family Apt. Building,1
BRONX,2010,Jun,10454,Bronx,10454,3+ Family Mixed Use Building,1
BRONX,2010,Jun,10455,Bronx,10455,1-2 Family Dwelling,2
BRONX,2010,Jun,10455,Bronx,10455,3+ Family Apt. Building,5
BRONX,2010,Jun,10455,Bronx,10455,3+ Family Mixed Use Building,1
BRONX,2010,Jun,10455,Bronx,10455,Other,1
BRONX,2010,Jun,10456,Bronx,10456,1-2 Family Dwelling,1
BRONX,2010,Jun,10456,Bronx,10456,3+ Family Apt. Building,7
BRONX,2010,Jun,10456,Bronx,10456,3+ Family Mixed Use Building,2
BRONX,2010,Jun,10456,Bronx,10456,Catch Basin/Sewer,1
BRONX,2010,Jun,10456,Bronx,10456,Single Room Occupancy (SRO),1
BRONX,2010,Jun,10456,Bronx,10456,Vacant Building,2
BRONX,2010,Jun,10456,Bronx,10456,Vacant Lot,2
BRONX,2010,Jun,10457,Bronx,10457,1-2 Family Dwelling,1
BRONX,2010,Jun,10457,Bronx,10457,3+ Family Apt. Building,6
BRONX,2010,Jun,10457,Bronx,10457,3+ Family Mixed Use Building,2
BRONX,2010,Jun,10457,Bronx,10457,Other,1
BRONX,2010,Jun,10457,Bronx,10457,Vacant Building,1
BRONX,2010,Jun,10457,Bronx,10457,Vacant Lot,1
BRONX,2010,Jun,10458,Bronx,10458,1-2 Family Dwelling,2
BRONX,2010,Jun,10458,Bronx,10458,1-2 Family Mixed Use Building,1
BRONX,2010,Jun,10458,Bronx,10458,3+ Family Apt. Building,9
BRONX,2010,Jun,10458,Bronx,10458,3+ Family Mixed Use Building,4
BRONX,2010,Jun,10458,Bronx,10458,Commercial Building,1
BRONX,2010,Jun,10458,Bronx,10458,Other,1
BRONX,2010,Jun,10458,Bronx,10458,School/Pre-School,1
BRONX,2010,Jun,10459,Bronx,10459,1-2 Family Dwelling,1
BRONX,2010,Jun,10459,Bronx,10459,3+ Family Apt. Building,6
BRONX,2010,Jun,10459,Bronx,10459,Commercial Building,1
BRONX,2010,Jun,10459,Bronx,10459,Vacant Building,1
BRONX,2010,Jun,10459,Bronx,10459,Vacant Lot,4
BRONX,2010,Jun,10460,Bronx,10460,1-2 Family Dwelling,2
BRONX,2010,Jun,10460,Bronx,10460,3+ Family Apt. Building,4
BRONX,2010,Jun,10460,Bronx,10460,3+ Family Mixed Use Building,1
BRONX,2010,Jun,10460,Bronx,10460,Other,1
BRONX,2010,Jun,10460,Bronx,10460,Vacant Lot,1
BRONX,2010,Jun,10461,Bronx,10461,Commercial Building,1
BRONX,2010,Jun,10461,Bronx,10461,Other,1
BRONX,2010,Jun,10462,Bronx,10462,1-2 Family Dwelling,1
