node_id,label,week,energy_source,generation_gwh
Northeast,Northeast,2025-12-03,Wind,34.5
Northeast,Northeast,2025-12-03,Hydro,34.2
Northeast,Northeast,2025-12-10,Solar,29.5
Northeast,Northeast,2025-12-10,Wind,42.6
Northeast,Northeast,2025-12-10,Hydro,33.1
Northeast,Northeast,2025-12-17,Solar,38.5
Northeast,Northeast,2025-12-17,Wind,51.5
Northeast,Northeast,2025-12-17,Hydro,30.4
Northeast,Northeast,2025-12-24,Solar,47.9
Northeast,Northeast,2025-12-24,Wind,60.5
Northeast,Northeast,2025-12-24,Hydro,26.4
Central,Central,2025-01-01,Solar,20.5
Central,Central,2025-01-01,Wind,37.7
Central,Central,2025-01-01,Hydro,23.8
Central,Central,2025-01-08,Solar,54.3
Central,Central,2025-01-08,Wind,65.8
Central,Central,2025-01-08,Hydro,25.4
Central,Central,2025-01-15,Solar,49.2
Central,Central,2025-01-15,Wind,70.9
Central,Central,2025-01-15,Hydro,28.9
Central,Central,2025-01-22,Solar,40.7
Central,Central,2025-01-22,Wind,71.6
Central,Central,2025-01-22,Hydro,34.2
Central,Central,2025-01-29,Solar,31.5
Central,Central,2025-01-29,Wind,67.2
Central,Central,2025-01-29,Hydro,39.0
Central,Central,2025-02-05,Solar,23.9
Central,Central,2025-02-05,Wind,58.8
Central,Central,2025-02-05,Hydro,41.0
Central,Central,2025-02-12,Solar,19.2
Central,Central,2025-02-12,Wind,48.1
Central,Central,2025-02-12,Hydro,39.3
Central,Central,2025-02-19,Solar,17.2
Central,Central,2025-02-19,Wind,37.5
Central,Central,2025-02-19,Hydro,34.9
Central,Central,2025-02-26,Solar,46.0
Central,Central,2025-02-26,Wind,32.7
Central,Central,2025-02-26,Hydro,42.3
Central,Central,2025-03-05,Solar,19.0
Central,Central,2025-03-05,Wind,24.0
Central,Central,2025-03-05,Hydro,26.0
Central,Central,2025-03-12,Solar,22.9
Central,Central,2025-03-12,Wind,22.3
Central,Central,2025-03-12,Hydro,24.7
Central,Central,2025-03-19,Solar,29.5
Central,Central,2025-03-19,Wind,23.7
Central,Central,2025-03-19,Hydro,26.2
Central,Central,2025-03-26,Solar,38.0
Central,Central,2025-03-26,Wind,27.8
Central,Central,2025-03-26,Hydro,30.1
Central,Central,2025-04-02,Solar,46.3
Central,Central,2025-04-02,Wind,34.4
Central,Central,2025-04-02,Hydro,35.9
Central,Central,2025-04-09,Solar,51.5
Central,Central,2025-04-09,Wind,43.0
Central,Central,2025-04-09,Hydro,43.4
Central,Central,2025-04-16,Solar,51.4
Central,Central,2025-04-16,Wind,52.8
Central,Central,2025-04-16,Hydro,51.5
Central,Central,2025-04-23,Solar,13.7
Central,Central,2025-04-23,Wind,41.8
Central,Central,2025-04-23,Hydro,16.6
Central,Central,2025-04-30,Solar,38.6
Central,Central,2025-04-30,Wind,68.9
Central,Central,2025-04-30,Hydro,61.1
Central,Central,2025-05-07,Solar,31.2
Central,Central,2025-05-07,Wind,71.4
Central,Central,2025-05-07,Hydro,58.8
Central,Central,2025-05-14,Solar,26.3
Central,Central,2025-05-14,Wind,68.6
Central,Central,2025-05-14,Hydro,51.3
Central,Central,2025-05-21,Solar,24.2
Central,Central,2025-05-21,Wind,61.2
Central,Central,2025-05-21,Hydro,40.6
Central,Central,2025-05-28,Solar,23.6
Central,Central,2025-05-28,Wind,51.2
Central,Central,2025-05-28,Hydro,29.6
Central,Central,2025-06-04,Solar,23.6
Central,Central,2025-06-04,Wind,41.2
Central,Central,2025-06-04,Hydro,20.9
Central,Central,2025-06-11,Solar,23.9
Central,Central,2025-06-11,Wind,33.5
Central,Central,2025-06-11,Hydro,15.5
Central,Central,2025-06-18,Solar,52.1
Central,Central,2025-06-18,Wind,49.0
Central,Central,2025-06-18,Hydro,56.9
Central,Central,2025-06-25,Solar,28.5
Central,Central,2025-06-25,Wind,28.4
Central,Central,2025-06-25,Hydro,15.0
Central,Central,2025-07-02,Solar,33.0
Central,Central,2025-07-02,Wind,29.9
Central,Central,2025-07-02,Hydro,20.2
Central,Central,2025-07-09,Solar,37.0
Central,Central,2025-07-09,Wind,32.5
Central,Central,2025-07-09,Hydro,29.6
Central,Central,2025-07-16,Solar,38.5
Central,Central,2025-07-16,Wind,35.4
Central,Central,2025-07-16,Hydro,42.7
Central,Central,2025-07-23,Solar,36.8
Central,Central,2025-07-23,Wind,38.6
Central,Central,2025-07-23,Hydro,57.0
Central,Central,2025-07-30,Solar,32.9
Central,Central,2025-07-30,Wind,42.0
Central,Central,2025-07-30,Hydro,69.0
Central,Central,2025-08-06,Solar,28.8
Central,Central,2025-08-06,Wind,45.5
Central,Central,2025-08-06,Hydro,74.8
Central,Central,2025-08-13,Solar,51.2
Central,Central,2025-08-13,Wind,24.0
Central,Central,2025-08-13,Hydro,33.8
Central,Central,2025-08-20,Solar,27.2
Central,Central,2025-08-20,Wind,51.2
Central,Central,2025-08-20,Hydro,63.4
Central,Central,2025-08-27,Solar,29.9
Central,Central,2025-08-27,Wind,52.4
Central,Central,2025-08-27,Hydro,49.8
Central,Central,2025-09-03,Solar,33.5
Central,Central,2025-09-03,Wind,52.5
Central,Central,2025-09-03,Hydro,35.6
Central,Central,2025-09-10,Solar,36.8
Central,Central,2025-09-10,Wind,51.8
Central,Central,2025-09-10,Hydro,23.7
Central,Central,2025-09-17,Solar,39.4
Central,Central,2025-09-17,Wind,51.1
Central,Central,2025-09-17,Hydro,15.6
Central,Central,2025-09-24,Solar,41.0
Central,Central,2025-09-24,Wind,50.6
Central,Central,2025-09-24,Hydro,11.8
Central,Central,2025-10-01,Solar,41.3
Central,Central,2025-10-01,Wind,50.4
Central,Central,2025-10-01,Hydro,12.2
Central,Central,2025-10-08,Solar,38.4
Central,Central,2025-10-08,Wind,61.6
Central,Central,2025-10-08,Hydro,37.0
Central,Central,2025-10-15,Solar,36.3
Central,Central,2025-10-15,Wind,48.5
Central,Central,2025-10-15,Hydro,25.2
Central,Central,2025-10-22,Solar,31.3
Central,Central,2025-10-22,Wind,45.8
Central,Central,2025-10-22,Hydro,35.4
Central,Central,2025-10-29,Solar,25.8
Central,Central,2025-10-29,Wind,41.9
Central,Central,2025-10-29,Hydro,45.2
Central,Central,2025-11-05,Solar,21.5
Central,Central,2025-11-05,Wind,37.6
Central,Central,2025-11-05,Hydro,52.3
Central,Central,2025-11-12,Solar,19.5
Central,Central,2025-11-12,Wind,33.7
Central,Central,2025-11-12,Hydro,55.3
Central,Central,2025-11-19,Solar,20.2
Central,Central,2025-11-19,Wind,31.0
Central,Central,2025-11-19,Hydro,54.2
Central,Central,2025-11-26,Solar,23.5
Central,Central,2025-11-26,Wind,30.1
Central,Central,2025-11-26,Hydro,50.2
Central,Central,2025-12-03,Solar,28.9
Central,Central,2025-12-03,Wind,31.4
Central,Central,2025-12-03,Hydro,44.6
Central,Central,2025-12-10,Solar,35.9
Central,Central,2025-12-10,Wind,35.0
Central,Central,2025-12-10,Hydro,38.6
Central,Central,2025-12-17,Solar,43.6
Central,Central,2025-12-17,Wind,41.0
Central,Central,2025-12-17,Hydro,32.7
Central,Central,2025-12-24,Solar,50.5
Central,Central,2025-12-24,Wind,49.0
Central,Central,2025-12-24,Hydro,27.9
East,East,2025-01-01,Solar,56.3
East,East,2025-01-01,Wind,29.4
East,East,2025-01-01,Hydro,42.2
East,East,2025-01-08,Solar,39.4
East,East,2025-01-08,Wind,48.7
East,East,2025-01-08,Hydro,34.9
East,East,2025-01-15,Solar,32.6
East,East,2025-01-15,Wind,48.7
East,East,2025-01-15,Hydro,34.7
East,East,2025-01-22,Solar,26.4
East,East,2025-01-22,Wind,48.1
East,East,2025-01-22,Hydro,34.4
East,East,2025-01-29,Solar,21.4
East,East,2025-01-29,Wind,46.9
East,East,2025-01-29,Hydro,33.5
East,East,2025-02-05,Solar,17.9
East,East,2025-02-05,Wind,45.1
East,East,2025-02-05,Hydro,31.8
East,East,2025-02-12,Solar,15.9
East,East,2025-02-12,Wind,42.8
East,East,2025-02-12,Hydro,29.5
East,East,2025-02-19,Solar,15.2
East,East,2025-02-19,Wind,40.2
East,East,2025-02-19,Hydro,26.6
East,East,2025-02-26,Solar,23.8
East,East,2025-02-26,Wind,44.9
East,East,2025-02-26,Hydro,19.4
East,East,2025-03-05,Solar,17.2
East,East,2025-03-05,Wind,35.1
East,East,2025-03-05,Hydro,20.7
East,East,2025-03-12,Solar,19.3
East,East,2025-03-12,Wind,33.1
East,East,2025-03-12,Hydro,18.3
East,East,2025-03-19,Solar,22.0
East,East,2025-03-19,Wind,31.8
East,East,2025-03-19,Hydro,16.6
East,East,2025-03-26,Solar,25.3
East,East,2025-03-26,Wind,31.2
East,East,2025-03-26,Hydro,15.9
East,East,2025-04-02,Solar,29.1
East,East,2025-04-02,Wind,31.4
East,East,2025-04-02,Hydro,16.5
East,East,2025-04-09,Solar,33.2
East,East,2025-04-09,Wind,32.2
East,East,2025-04-09,Hydro,18.5
East,East,2025-04-16,Solar,37.2
East,East,2025-04-16,Wind,33.5
East,East,2025-04-16,Hydro,22.3
East,East,2025-04-23,Solar,54.7
East,East,2025-04-23,Wind,44.1
East,East,2025-04-23,Hydro,53.2
East,East,2025-04-30,Solar,42.5
East,East,2025-04-30,Wind,37.1
East,East,2025-04-30,Hydro,36.6
East,East,2025-05-07,Solar,42.8
East,East,2025-05-07,Wind,39.2
East,East,2025-05-07,Hydro,46.7
East,East,2025-05-14,Solar,41.4
East,East,2025-05-14,Wind,41.4
East,East,2025-05-14,Hydro,57.9
East,East,2025-05-21,Solar,38.6
East,East,2025-05-21,Wind,43.9
East,East,2025-05-21,Hydro,68.8
East,East,2025-05-28,Solar,35.1
East,East,2025-05-28,Wind,46.5
East,East,2025-05-28,Hydro,77.9
East,East,2025-06-04,Solar,32.0
East,East,2025-06-04,Wind,49.2
East,East,2025-06-04,Hydro,83.4
East,East,2025-06-11,Solar,30.1
East,East,2025-06-11,Wind,51.7
East,East,2025-06-11,Hydro,84.2
East,East,2025-06-18,Solar,11.3
East,East,2025-06-18,Wind,35.9
East,East,2025-06-18,Hydro,15.8
East,East,2025-06-25,Solar,31.0
East,East,2025-06-25,Wind,54.9
East,East,2025-06-25,Hydro,71.3
East,East,2025-07-02,Solar,33.0
East,East,2025-07-02,Wind,54.8
East,East,2025-07-02,Hydro,59.5
East,East,2025-07-09,Solar,35.0
East,East,2025-07-09,Wind,53.4
East,East,2025-07-09,Hydro,46.4
East,East,2025-07-16,Solar,36.0
East,East,2025-07-16,Wind,50.6
East,East,2025-07-16,Hydro,33.8
East,East,2025-07-23,Solar,35.6
East,East,2025-07-23,Wind,46.6
East,East,2025-07-23,Hydro,23.3
East,East,2025-07-30,Solar,33.6
East,East,2025-07-30,Wind,41.9
East,East,2025-07-30,Hydro,15.4
East,East,2025-08-06,Solar,30.4
East,East,2025-08-06,Wind,37.0
East,East,2025-08-06,Hydro,10.3
East,East,2025-08-13,Solar,40.6
East,East,2025-08-13,Wind,35.4
East,East,2025-08-13,Hydro,28.1
East,East,2025-08-20,Solar,23.7
East,East,2025-08-20,Wind,29.4
East,East,2025-08-20,Hydro,7.0
East,East,2025-08-27,Solar,21.2
East,East,2025-08-27,Wind,27.7
East,East,2025-08-27,Hydro,7.7
East,East,2025-09-03,Solar,19.7
East,East,2025-09-03,Wind,27.5
East,East,2025-09-03,Hydro,9.9
East,East,2025-09-10,Solar,18.8
East,East,2025-09-10,Wind,28.7
East,East,2025-09-10,Hydro,13.7
East,East,2025-09-17,Solar,18.4
East,East,2025-09-17,Wind,31.0
East,East,2025-09-17,Hydro,19.3
East,East,2025-09-24,Solar,18.1
East,East,2025-09-24,Wind,33.8
East,East,2025-09-24,Hydro,26.5
East,East,2025-10-01,Solar,18.2
East,East,2025-10-01,Wind,36.7
East,East,2025-10-01,Hydro,35.1
East,East,2025-10-08,Solar,40.9
East,East,2025-10-08,Wind,54.1
East,East,2025-10-08,Hydro,37.0
East,East,2025-10-15,Solar,20.7
East,East,2025-10-15,Wind,41.2
East,East,2025-10-15,Hydro,52.6
East,East,2025-10-22,Solar,24.0
East,East,2025-10-22,Wind,42.5
East,East,2025-10-22,Hydro,59.2
East,East,2025-10-29,Solar,28.9
East,East,2025-10-29,Wind,43.2
East,East,2025-10-29,Hydro,63.1
East,East,2025-11-05,Solar,35.3
East,East,2025-11-05,Wind,43.4
East,East,2025-11-05,Hydro,64.0
East,East,2025-11-12,Solar,42.2
East,East,2025-11-12,Wind,43.5
East,East,2025-11-12,Hydro,62.0
East,East,2025-11-19,Solar,48.9
East,East,2025-11-19,Wind,43.7
East,East,2025-11-19,Hydro,57.9
East,East,2025-11-26,Solar,54.3
East,East,2025-11-26,Wind,44.0
East,East,2025-11-26,Hydro,52.6
East,East,2025-12-03,Solar,57.6
East,East,2025-12-03,Wind,44.6
East,East,2025-12-03,Hydro,47.2
East,East,2025-12-10,Solar,58.2
East,East,2025-12-10,Wind,45.5
East,East,2025-12-10,Hydro,42.4
East,East,2025-12-17,Solar,56.3
East,East,2025-12-17,Wind,46.5
East,East,2025-12-17,Hydro,38.8
East,East,2025-12-24,Solar,52.1
East,East,2025-12-24,Wind,47.5
East,East,2025-12-24,Hydro,36.4
South,South,2025-01-01,Solar,10.2
South,South,2025-01-01,Wind,37.8
South,South,2025-01-01,Hydro,16.0
South,South,2025-01-08,Solar,18.7
South,South,2025-01-08,Wind,30.6
South,South,2025-01-08,Hydro,31.6
South,South,2025-01-15,Solar,15.5
South,South,2025-01-15,Wind,34.9
South,South,2025-01-15,Hydro,31.5
South,South,2025-01-22,Solar,16.9
South,South,2025-01-22,Wind,43.1
South,South,2025-01-22,Hydro,32.6
South,South,2025-01-29,Solar,23.1
South,South,2025-01-29,Wind,52.8
South,South,2025-01-29,Hydro,32.4
South,South,2025-02-05,Solar,33.7
South,South,2025-02-05,Wind,60.2
South,South,2025-02-05,Hydro,29.8
South,South,2025-02-12,Solar,45.3
South,South,2025-02-12,Wind,62.4
South,South,2025-02-12,Hydro,26.7
South,South,2025-02-19,Solar,53.3
South,South,2025-02-19,Wind,58.8
South,South,2025-02-19,Hydro,26.3
South,South,2025-02-26,Solar,49.3
South,South,2025-02-26,Wind,42.3
South,South,2025-02-26,Hydro,49.4
South,South,2025-03-05,Solar,49.2
South,South,2025-03-05,Wind,43.6
South,South,2025-03-05,Hydro,38.3
South,South,2025-03-12,Solar,40.2
South,South,2025-03-12,Wind,37.8
South,South,2025-03-12,Hydro,47.4
